address,city,state,postalCode,price,size_sqft,num_rooms,year_built
3139 Lot 7 Tiger Tail Rd,Conwaynh,SC,29526,289990.0,1745.0,3,0
13579 Emerald Fls Dr,Horizon City,TX,79928,415000.0,2732.0,5,2005
37127 Peacock Run Way,Purcellville,VA,20132,1699900.0,5968.0,5,2023
458 Laurel Mist Ln,West Columbia,SC,29170,283500.0,2203.0,4,2010
Tbd Harvey Street (/- 4 0 acres),Caldwell,TX,77836,375000.0,0.0,0,0
5803 Lincoln Hwy,Gap,PA,17527,380000.0,2300.0,3,1981
3172 Bay Ln,Clearwater,FL,33759,265000.0,1440.0,3,1986
3056 Teller Dr,Bryan,TX,77808,415310.0,2100.0,3,2025
3516 Pointe Du Hoc,Bryan,TX,77808,338840.0,1600.0,3,2025
1730 MCCLELLAN ST,Philadelphia,PA,19145,199900.0,1024.0,3,1920
6820 CERMAK RD,Berwyn,IL,60402-2236,0.0,12124.0,7,1959
1000 Granite Ct,Bryan,TX,77803,298000.0,1482.0,3,2020
48 Fresh Mdw Dr,Lancaster,PA,17603,340000.0,1548.0,3,1960
1546 MCKEAN ST,Philadelphia,PA,19145,409000.0,1572.0,3,1920
1611 EUCLID AVE,Berwyn,IL,60402-2987,357836.4,3165.0,6,1957
6822 CERMAK RD,Berwyn,IL,60402,0.0,12124.0,7,1959
1507 SW 4th St,Ocala,FL,34471,179000.0,1144.0,3,1967
2123 Chestnut Oak Cir,College Stationtx,TX,77845,498900.0,2565.0,5,2015
3716 Panola Park Dr,College Stationtx,TX,77845,559900.0,2208.0,4,2025
2017 Pin Oak Rd,Edinburg,TX,78539,0.0,1424.0,2,1987
1602 S 3rd St,Austin,TX,78704,0.0,2305.0,3,2016
55 Deer Run Dr S,Barnegat,NJ,08005,436000.0,1403.0,3,1991
146 Spg St,Boston,MA,02132,1399000.0,3972.0,6,1920
4914 William Mls Ct,College Stationtx,TX,77845,274500.0,116.0,0,0
1723 S MOLE ST,Philadelphia,PA,19145,230400.0,784.0,3,1920
837 N Hudson Ave Unit 304,Los Angeles,CA,90038,0.0,1250.0,2,2007
1021 5th St SE,Washington,DC,20003,175000.0,2250.0,4,2012
46 Midsummer Dr,West Chester,PA,19382,49500.0,2357.0,3,2024
3530 Old Mooringsport Rd,Shreveport,LA,71107,1900000.0,3414.0,3,1920
3610 Jasper St,Philadelphia,PA,19134,56000.0,1032.0,2,1920
4200 Bay St NE,Saint Petersburg,FL,33703,71600.0,895.0,3,1950
2103 KENILWORTH AVE,Berwyn,IL,60402,439999.0,2648.0,7,1953
86 Milton St,Waltham,MA,02453,0.0,2000.0,4,1963
3414 Wood Aster Pl,Rockville,MD,20852,1100000.0,2368.0,3,2021
523 BAY ST,Dunedin,FL,34698,325000.0,625.0,0,1979
2707 Colony Crk Dr,Bryan,TX,77808,428000.0,2500.0,4,2006
6003 Rolton Ct,Waterford,MI,48329,497000.0,3176.0,3,1953
2139 Clinton Ave,Berwyn,IL,60402,908000.0,400.0,1,1968
58-60 2nd Ave,Lowell,MA,01854,765000.0,2416.0,0,0
2650 W Bay Isle Dr SE,Saint Petersburg,FL,33705,899999.0,2701.0,3,1957
2600 W Bay Isle Dr SE,Saint Petersburg,FL,33705,139000.0,1660.0,0,1985
463 Vandegrift Rd,Stafford,VA,22554,700000.0,4033.0,4,2023
6105 Horizon Dr,Columbus,IN,47201,595000.0,4361.0,3,2007
52 Wade St,Jersey City,NJ,07305,449000.0,2220.0,5,1922
3844 E Bruce Ave,Gilbert,AZ,85234,549999.0,1908.0,3,1999
1017 MILNER,College Stationtx,TX,77840,680000.0,1780.0,5,1948
4001 Harvest Gln Dr,Denton,TX,76208,0.0,1798.0,3,2020
355 Winding River Dr Unit B,Atlanta,GA,30350,250000.0,1408.0,2,1970
3405 Snidow Dr,Plano,TX,75025,0.0,4422.0,4,1992
1112 Justine,Bryan,TX,77803,239900.0,1377.0,3,2025
4608 Oak Clf Dr,Austin,TX,78721,407952.0,1092.0,0,1961
11215 Duane St,Houston,TX,77047,385000.0,3200.0,56,2017
31316 Topsail Dr,Lewes,DE,19958,615000.0,2582.0,3,2019
2026 Pebble Bnd Dr,College Stationtx,TX,77845,745000.0,2925.0,4,2025
12911 Plymouth Cir,Anchorage,AK,99516-2750,279500.0,2228.0,3,1984
327 Farwood Rd,Haddonfield,NJ,08033,1680000.0,4648.0,5,1956
106 S Bryan Rd Unit 9,Mission,TX,78572,780300.0,720.0,2,1982
17105 Cora St,Bennington,NE,68007,478499.0,2356.0,5,2025
1506 WASHINGTON AVE,South Park,,15129,0.0,1271.0,4,1961
437 Madison Ave,Hatboro,PA,19040,275000.0,1338.0,4,1940
703 granger,College Stationtx,TX,77845,289000.0,1422.0,3,2021
3277 FAWN Psge PL,El Paso,TX,79936,0.0,1175.0,3,2000
5890 92nd Ter N,Pinellas Park,FL,33782,322900.0,1150.0,3,1971
7725 Adobe Dr,El Paso,TX,79915,34986.0,650.0,0,1952
509 Fisher St,Pittsburgh,PA,15210,0.0,1440.0,2,1920
1108 Richard St,Bryan,TX,77803,249900.0,1380.0,3,2025
2135 KENILWORTH AVE,Berwyn,IL,60402,1400.0,5050.0,2,1958
55705 Sichuan Dr,Osceola,IN,46561,399000.0,3582.0,1,1999
14509 DESIERTO BELLO AVE,Horizon City,TX,79928,105925.2,1413.0,4,2006
1113 Midland Ter,Durham,NC,27704,178500.0,576.0,1,1946
3630 Slocum Hl Dr,College Stationtx,TX,77845,665900.0,2592.0,4,2025
2126 Grv Ave,Berwyn,IL,60402-1764,320000.0,2872.0,6,1925
944 Calaveras,College Stationtx,TX,77845,644900.0,2633.0,4,2025
4302 Egremont Pl,College Stationtx,TX,77845,739999.0,3822.0,5,2017
172 Main St,Preston,MD,21850,519900.0,1800.0,3,2020
704 W 3rd St,Lansdale,PA,19446,315000.0,1305.0,3,1900
82 Deacon Dr,Hamilton,NJ,08619,795000.0,3232.0,5,1980
915 Frk,College Stationtx,TX,77845,329900.0,1648.0,3,2025
6405 Essex Ln,Plano,TX,75024,0.0,1814.0,3,1995
7010 W CERMAK RD,Berwyn,IL,,0.0,6799.0,0,0
102 E BAY DR,Treasure Island,FL,33706,350230.0,1571.0,0,1938
6041 Glen Arm Rd E,Glen Arm,MD,21057,695919.0,3122.0,3,1986
2809 Deep Vly Trl,Plano,TX,75023,0.0,2041.0,4,1977
593 Bay St,Palm Harbor,FL,34683,640000.0,2485.0,5,2007
2772 Cloisters Dr,College Stationtx,TX,77845,899900.0,4423.0,3,1995
6434 Raleigh Loop,College Stationtx,TX,77845,399950.0,1967.0,4,2025
4215 Red Bird Ave,St Cloud,FL,34772,369333.0,1587.0,3,1997
2807 Wildflower Dr,Bryan,TX,77802,126000.0,1206.0,2,1981
3301 Luza Ln,Bryan,TX,77807,350000.0,1727.0,3,1965
3300 Dallis Dr,College Stationtx,TX,77845,250000.0,1146.0,3,1982
3323 Emory Oak Dr,Bryan,TX,77807,3850000.0,7721.0,6,2007
9266 Telluride Ct,Commerce City,CO,80022,589950.0,3340.0,4,2024
880 Marvell Dr,York,PA,17402,360000.0,2014.0,4,1999
60 Walnut St,Belleville,PA,17004,150000.0,1860.0,3,1950
7 Villa Ct,Safety Harbor,FL,34695,342000.0,2488.0,3,1983
6512 Japonica Ln,White House,TN,37188,329990.0,1550.0,3,2025
6110 Larstan Dr,Alexandria,VA,22312,935000.0,3057.0,4,1969
711 Willow Ave,Baltimore,MD,21212,168400.0,674.0,1,1900
3946 Arboleda Dr,College Stationtx,TX,77845,1150000.0,4217.0,4,2003
9 Spruce St,Sewell,NJ,08080,420000.0,1819.0,4,1921
5018 10 Oaks Rd,Clarksville,MD,21029,2999900.0,12000.0,6,2024
1911 Kenilworth Ave,Berwyn,IL,60402,369000.0,3689.0,8,1947
895 Brill St,Philadelphia,PA,19124,185000.0,1034.0,3,1940
707 Culpeper St,Fredericksburg,VA,22405,495000.0,2695.0,5,1964
2405 Osage Rd,Gatesville,TX,77845,735000.0,3745.0,4,2002
1967 Cambria Dr,Bryan,TX,77807,382900.0,1965.0,4,2025
4002 High St,Bryan,TX,77808,225000.0,1097.0,3,2015
1946 Thorndyke Ln,Bryan,TX,77807,1850.0,1530.0,3,2020
8014 Jones Rd,Jessup,MD,20794,700000.0,3050.0,4,2009
4791 E County Rd 15,Yuma,AZ,85365,624000.0,2703.0,4,2002
540 N 2nd St,Minersville,PA,17954,115000.0,1870.0,3,1860
8000 Raintree Dr,College Stationtx,TX,77845,275000.0,1566.0,3,1979
2130 Birchwood Ln,Ashland,OR,97520,409000.0,1272.0,2,2000
1924 Wood Brk St,Tarpon Springs,FL,34689,151100.0,1996.0,0,2000
16525 Fetching Ave,Manor,TX,78653,0.0,1908.0,3,2020
87 Millstream Rd,Pine Hill,NJ,08021,300000.0,1504.0,3,2002
691 Weavertown Rd,Myerstown,PA,17067,550000.0,3556.0,6,1978
1217 Roberts St,The Dalles,OR,97058,428000.0,2499.0,4,1920
230 Grv Ln,Ellijay,GA,30540,535000.0,2566.0,3,2006
294 N Coral Bells Way,Four Oaks,NC,27524,320690.0,1903.0,4,2025
15345 W Port Royale Ln,Surprise,AZ,85379,335770.0,1352.0,3,2001
2760 Whispering Dr S,Largo,FL,33771,90000.0,1095.0,0,1984
6036 Holman Rd,Toledo,OH,43615,198000.0,1435.0,3,1968
3643 Old Orch Dr,Ashland,KY,41102,305000.0,4159.0,5,1924
918 Bay Pt Dr,Madeira Beach,FL,33708,651300.0,1126.0,0,1967
2111 Wenonah Ave,Berwyn,IL,60402-1668,116000.0,2534.0,3,1926
